cafe_name,review_content,review_stars
Bucke,"Good food, simple and fresh, vegetarian, cool place, very good service, this is my cafe, in the neighborhood.",4
Bucke,"Probably my FAVOURITE place in the city whether it is for coffee and chill or the real deal! They open early and is packed very fast. The food is very tasty and they offer very decent prices. You want to come with friends and chill on Fridays after sharing the AMAZING Country!!! Don't forget the Shakshuka in a pita! They...
More ",5
Bucke,"Excellent food, super service, we could even store our luggage. Lovely garden. Our first choice place in Tel Aviv. Thanks!",5
Bucke,"Buke is the perfect place to grab a quick bite, meet up with a friend, get some work done and eat well. Value per money, it's a delicious option. They use fresh ingredients and don't serve the usual sandwich and salad coffee menu. The staff is friendly, the place has a young croud and a great vibe! Don't miss the...
More ",5
Bucke,Best place in the neighborhood. Great atmosphere. Local kitchen. Take the double plate breakfast( I think the name is the farm plate) big variety of salads and eggs. Very healthy. Served with a smile. Always fresh. Love it. Enjoy,5
Bucke,"We met close friends for breakfast on the morning we arrived in TLV and they couldn't have found a better spot to take us. Bright open and colourful and cosy decor, and a hipster take on Israel breakfast menus offering goodies like quinoa and a more spicy shakshuka than your average cafe. The coffees were fantastic, and the service so...
More ",5
Bucke,I walked by this restaurant and I saw many people come and eat here. Just curious to get in. They have pretty good stuffs. Will take my friends here.,5
Bucke,"Plate for sharing with friends and quinoa burger are a must! Hipster style, perfect for brunches and meeting with friends, as well as non-formal business meetings.",5
Bucke,"Located on a smaller side-street, Bucke is a popular brunch oasis on weekends. Go for the large sharing platter, it's enough for 2-3 people. It comes with a variety of spreads and salads, talk with your waiter for special requests such as smoked salmon, tuna and to make sure you get only things you like. Very fresh. Place packs up...
More ",5
Bucke,"The food is solid and so is the service. The clientele is loud and outright strange. Left-wing milieu with a real sense of pretentiousness. The place seems to attract tourists who believe Bucke is their gateway to an authentic Tel Aviv urban scene whereas it's really a gateway to seeing local trust-fund kids with Macs. I like the food, but...
More ",3
Bucke,"A large well appointed and lively coffee shop cum restaurant serving delicious vegetarian israeli / arab inspired dishes in a fun and imaginative way. Staff area adorable, friendly and relaxed and super efficient in looking after the guests. The place is always busy and so has a great atmosphere in which to sit and enjoy. Enjoy one's surroundings, food and...
More ",5
Bucke,"A really great Cafe spot in the heart of Tel Aviv. Great people, Great Food and great service and prices. I feel as if it is the right place to be in any given hour. And the cookies are so good!!",5
Bucke,"We came here to kill time before our flight home. It's all in Hebrew but the staff speak English and advised us on what to eat. We had a huge shared platter of meze which was all so good. It's not Kosher but the food is mainly vegetarian with some vegan choices. Fish is available. Great coffee, they let us...
More ",5
Bucke,"We had a delicious brunch in a very nice atmosphere. Food is very tasty with a big main course to share with different kind of side dishes, lot of different sandwiches... The terrace is perfect to have a white coffee and chat with friends",4
Cafe Landver,"Landver Cafe became a place I always visit when I go to Tel Aviv. The drinks, the friendly atmosphere, and the fresh food makes the place perfect. It is not noisy, perfect to hang out, and make your belly full. ;) Totally satisfied. :)",5
Cafe Landver,"Came here for a family get together on a Friday morning. It gets very busy so I suggest booking a table in advance. The service was excellent and the atmosphere was very nice. We ordered their normal Landwer Breakfast as well as their vegan breakfast (59.00 NIS each). The food is fresh and delicious, offering great value for money. Highly...
More ",5
Cafe Landver,"I went there for a quick lunch today, we sat on the patio and space was minimal but acceptable. We ordered various entrees and all of them were very good also considering that the restaurant was sold out. The desserts were outstanding. Nice waiters but very slow I guess due to the many customers. The price is very moderate considering...
More ",4
Cafe Landver,"The food is just great. Lots of vegan dishes. The staff is very kind, even in rush hours. Lots of italian food and coffee time drinks and food. Recommended",4
Cafe Landver,"This is a 50 location chain throughout Israel. We ate at this beautiful location on the old port of Tel Aviv several times over the couse of 2 weeks. They have a large menu with many selections to satisfy all tastes. My wife is a picky eater and she loved the salmon medallions salad with teriyaki sauce! I thought all...
More ",5
Cafe Landver,"We had a good meal there a week ago, they subsistuted fries for their salad. We went back exactly a week later and asked for the same thing, they refused. We showed them a picture of the meal with the fries, they said it didn't happen. We showed them the time stamp, the manager would not budge. We left and...
More ",1
Cafe Landver,"We were there on Saturday, we ordered hamburgers and they didn't brought us any ketchup or mayonnaise with our plates. they serve it after we already finished our meal. They Ketchup was sou, after we told them it isn't good for eating they argued with us that there isn't any problem with the ketchup overall the food was disgusting and...
More ",1
Cafe Landver,"We visited this branch of Landver. yesterday evening. We ordered dinners for 4 couples. Starter, main dishes and some drinks, including 4 cups of tea. Total bill above 600 NIS. At the end we have requested 2 cups of hot water, to refill the tea cups. The service lady and supervisor of this restaurant refused to provide these 2 hot...
More ",2
Cafe Landver,"Worst service I've seen in quite a while. We've waited about 10 minutes for a hostess, although the place was virtually empty. Tired of waiting, we sat ourselves, got menus from a waiter, and after waiting more than half an hour for someone to take our order, surrounded by disinterested waiters, we gave it up and left. Obviously can't comment...
More ",1
Cafe Landver,"We ordered two salads and carrot juice. The salads were fairly large yet simple. The juice was good. The service was pretty lousy. It took too much time till we were seated, we had to ask for plates, spoons and ice.",3
Cafe Landver,i like the dishes. very refreshing . different from all u get in a coffee shops in israel. nice style do not forget the disserts. yami,5
Cafe Landver,"nice place for breakfast with family, friends. We stayed at a close hotel which did not serve breakfast. it was a nice place for a Saturday Breakfast with our kids.",3
Cafe Landver,"We love sharing our breakfasts there because we can all enjoy a heart meal, vegans too! Great coffee and location too!",5
Cafe Landver,"We stumbled upon this place while searching for a dessert. Nice and friendly service, cozy atmosphere... best of all are the Waffles. Enough for 2 and extremely delicious.",5
Cafe Landver,Good dishes with a healthy atmosphere in the Landver chain cafe. Service is good and price are affordable.,4
Cafe Landver,"This place serves really good food and drinks and placed well in a strategic location right at the beginning of the Port, but the service tends to be inconsistent. The waiters do their best, but they are not very well trained. You could wait for your drinks forever or sit in front of a bunch of dirty plates once you...
More ",3
Tony ve Esther Coffee House,"We were a dinner party of seven. Positive point: plenty of street parking, and nearby alternatives and maybe something else too but since we be the older crowd 68 to 95 there were no suitable tables & chairs to meet our basic creature comforts. Old rusty & dirty chairs and wooden benches in outdoor seating during a chilly winter night...
More ",2
Tony ve Esther Coffee House,We really enjoy having brunch here be patient as the service is a bit slow as they are always quite packed however it's a nice place to order a coffee and eat the brunch. The croissant with salmon tartare is amazing! Also the egg breakfast is a great deal and the food is fresh and tasty!,4
Tony ve Esther Coffee House,"Had a wonderful brunch here. Soaking up the sunshine and people watching. Great spot just off Levinski market. Food was delicious and the portions were huge - scrumptious salads, yummy eggs.",5
Tony ve Esther Coffee House,"After a nice stroll in Levinski market, we decided to sit and have breakfast in this lovely place. Ordered the vegan breakfast and sweet potato & lentils salad. Was delicious!!!",4
Tony ve Esther Coffee House,"I came for a coffee with a friend, ended up eating very tasty brunch. It was not packed. The atmosphere was very nice, the staff very friendly and quick. It was quite calm and many people worked on laptops. Next time I will come to work there as well!",4
Tony ve Esther Coffee House,"We arrived at 12.00pm to grab a breakfast. We'd seen this place on previous visits on a Friday and it was always packed solid. It's a street cafe with tables and chairs that almost completely fill the yard and passageway where it is situated. We sat inside one of the two interior areas as many visitors were smoking outside, which...
More ",4
Tony ve Esther Coffee House,"Our visit at Tony ve Esther was great! The food was really good (we strongly recommend the lentils salad) , the waiters was kind (and hot), and maayan the owner was friendly and gave us the feeling that we're at home. Highly recommended!",5
Tony ve Esther Coffee House,"It was Saturday evening and it wasn't full. It's a lovely place with a great atmosphere. BUT, the service was excruciatingly bad. I'm talking 40 minutes to make a tuna sandwich, 3 salads and a plate of sausages. We were all hungry and we just waited and waited. The food when it arrived, was fairly good. In no way terrible...
More ",2
Tony ve Esther Coffee House,"Very nice cafe, situated on a side street. Nice stuff and tasty coffee. We eat mashed potato with meat and it was super good. In general it is very cute to walked down the street and see such place that caught my attention.",5
Tony ve Esther Coffee House,a very chill place.. good prices and tasty food. nice to sit with bear in the middle of the day or drink cofee,4
Tony ve Esther Coffee House,"We came here as a group of friends and enjoyed their outdoor seating. Service was okay and the atmosphere was pleasant. The food however was very average. We ordered a lentils and sweet potato salad (39NIS), two Egg Burika (23NIS each), fries (22NIS), Potato Bleenches (32NIS), vegan breakfast (38NIS), orange juice (13NIS), and a few cold coffees (12NIS each) ....
More ",3
Tony ve Esther Coffee House,"Great food, very simple, cheap, great vibe in the middle of this industrial neighborhood. Nice people and a quite location.",4
Tony ve Esther Coffee House,A really fun coffee spot in central Tel Aviv. Great food and atmosphere. Nice for beer and drinks in any day of the week. I love it!,5
Cafe 9-Beach,".... but, I'm sad to say it. The waiters are superficious and unfriendly. They prefere to chat together and to show there Handys instead to serving the guests. The positive things are the food (great compliments to the kitchen!) and the wine. Anyway: Since ten years (three times per year) I come everytime to this place. Since three years it...
More ",3
Cafe 9-Beach,"When we are the city, we always have our after dinner drinks here. Love the setting with table and chairs in the sand. Pricey but service is good and drinks cold...",5
Cafe 9-Beach,Nice music and nice beach but terrible service! And not very honest.... Prices changing when the bill comes....,1
Cafe 9-Beach,"Beach front restaurants in Tel Aviv tend to be overpriced and mediocre and this is no exception. We were a group of 8. We waited nearly 50 minutes for our order. The kitchen seems to be too small to accommodate the large number of tables. Food overpriced for what you get - 64 shekels (17 dollars) for a smallish slightly...
More ",2
Cafe 9-Beach,"Most reviews I read here are very bad. I did not have that kind of negative experience. The place has been refurbished in the last few months and probably changed management, so older reviews of 2015 are not relevant. The location is rather unbeatable on one of the nicest and coziest beaches in Tel-Aviv, walking distance from Tel- Aviv harbor....
More ",3
Cafe 9-Beach,"Went with family after beach visit for a quick meal. After an hour we were still waiting for our quick meal. Manager hopeless and unable to understand the problem. No offer of any discount. But he did offer us watermelon to take away!!! In short, avoid this place as much as possible. Can't rate the food as it never arrived....
More ",1
Cafe 9-Beach,"Went to 9-Beach to watch the Euro Cup match one night. Throughout the restaurant they posted signs boasting that this was the place to watch the games. There was a large movie size screen on the beach. Before the match started there was music in the restaurant area. Prior to sitting down we asked two waiters if the music would...
More ",1
Cafe 9-Beach,"Despite the reviews, I stopped by last week when passing as another place nearby had 'reserved' all their beach facing tables - clearly I looked like I would spend less money than other tourists. Sat outside on sidewalk area - plenty of tables. Service was as attentive as I needed - beer was nice and cold, and I just had...
More ",3
Cafe 9-Beach,They pretend that this is a change resturant but actually it's worse. It's a trap. Very low service. The waitress actually don't care for service. the food is bad. Not recommended.,1
Cafe 9-Beach,Casual restaurant. Go there for the location not for the coffee or meals. They have the worst coffee I ever had! Place is ok for a morning or evening by the beach. Only 1 toilet!! Not that clean. There are stores in the area that are open on The weekend.,3
Cafe 9-Beach,"The food was delicious, very filling ! But I don't think it was worth the price (49ILS) I think it was too expensive for what I got . Other than that, great location and great staff",3
Cafe 9-Beach,"Perfect location. How could they miss like that? Everything was wrong: Open 24 hours but has no food (no breakfast at 8 am on a Saturday) Horribly dirty bathrooms Unpleasant staff A big NO if you have any expectations from a ""restaurant""",1
Cafe 9-Beach,"open all night , but no food as promised , 50% of the menue just doesn t exist .the salads are old , the fish stinks",3
Cafe 9-Beach,"Spent a few hours at this place with friends, had drinks and some food and enjoyed it. It's right on the beach so you can't go wrong.",5
Cafe 9-Beach,"Stopped in this place on the off chance. Very nice salad, glass of vino all very acceptable. Staff very helpful. Nice to sit outside in the warm listening to the sea.",4
Cafe 9-Beach,"The staff were both rude, lazy and unhelpful on both visits. Getting service was a nightmare. They also don't have an English menu which was a bit shocking. Therefore ordering wasn't at all easy. The breakfast left a lot to be desires and the chicken salad was nothing special. Save your money and don't bother until they pull their socks...
More ",2
Cafe 9-Beach,"Hubby had burger with pineapple and big pile of chips, I had hummus topped with chicken no fired onions with two big pittas followed by a humongous pice of watermelon. Hit the spot, couldn't beat it for convenience!",4
Cafe 9-Beach,As with most places in Tel Aviv the portions are US sized. nice food and good beach location for lunch.,4
Cafe 9-Beach,Poor service not very clean dirty toilets and food not very good. Really has gone downhill in the last twelve months. Was very good,1
Cafe 9-Beach,"And the waitress Shamila was awesome - highly recommend - good value with tasty food. We had wings, hummous and steak",5
Cafe 9-Beach,Great restaurant for a semi-casual meal - literally right on the beach/water. Food was quite good. Reasonable prices considering the excellent location on the beach. The restaurant is a little further north than other restaurants in the main area of the city. Service was quite slow but still friendly.,4
Cafe 9-Beach,Took a delegation of people here for an informal business dinner. This is as close as you'll get to dining near the water in Tel Aviv. Food was good. Around 140 shekels per person not including tip.,4
Cafe 9-Beach,Located in a great spot on the beach - great views o sunsets and very friendly staff. Nice menu with quick service - can lounge and enjoy the world going by.,4
Cafe 9-Beach,"Bad service. So bad that I ALSO (as other guests) left less than 10% just because I did not have the exact change to pay for the bill. The waiter left me without drink eating hot food, imagine my thoughts... and after bringing the beer, he disappeared for ONE HOUR without coming to my table. I had to run after...
More ",1
Cafe 9-Beach,"This quite trendy bar/restaurant right on the beach is open 24/7. It serves great food and has an extensive cocktail and wine/beer list. The staff are attentive and friendly, there is always great music playing (not too loud to hear yourself think), and they went out of their way to make sure everyone could watch the World Cup on five...
More ",5
Cafe 9-Beach,"We'd walked past this place a few times. After deciding to try it, food was ok, but waitress wasn't polite and service was poor. We decided to tip less than 10% (only slightly) to represent the service we received - the waitress came after us demanding more tip. Having now read previous reviews, this appears to be a fairly regular...
More ",1
Cafe 9-Beach,"I had just the one evening in Tel Aviv. I was in a small hotel near the beach, just off HaYarkon. I wanted to go to a place right on the beach.m the hotel recommended this place. It's a local place, but suitable for any tourist. On the beach, completely open on the beach side, with a bar integral to...
More ",3
Cafe 9-Beach,I have dined here many times. They have good food. I like their chicken wings. The service on this visit was very slow but has been better on previous visits. Beautiful seaside location.,4
Cafe 9-Beach,"Walked past this place one day and loved the chilled electronic music playing. Tried it at a later date when myself and my companions were pretty much ignored trying to get seating at a nearby restaurant. So glad we went to 9-beach. Great music, view, staff and food. Our waitress was very friendly and attentive and the burgers were among...
More ",4
Cafe 9-Beach,"NIS 1 = $ 3.65 It looked very beautiful wooden deck, chairs and small sofas or sitting Sea beach with chairs and small tables. But We sat a few friends, the place was not busy at all since it's mid-week, very affordable prices! Pizza size Diameter 32 cm - 46 NIS, NIS 4 for each addition, Ciabatta bun with garlic...
More ",2
Cafe 9-Beach,"Still great location on the beach. Still friendly service. Still wonderful food selections. On my most recent stay in Tel Aviv, I had lunch at this restaurant 3 days in a row.",5
Cafe 9-Beach,"This restaurant was within an easy walking distance from the Hilton hotel where I stayed. It sits right next to the promenade on the beach. It was a beautiful place to dine at sunset. I don't hand out ""Excellent"" ratings frequently, but Cafe-9-Beach deserves it for my experience there. I received the best service here of any restaurant I have...
More ",5
Cafe 9-Beach,"Beach front restaurant / cafe which clearly over charges customers for the privilege to eat there. Average food, better quality and cheaper food just a stones throw away from the beach. Waitress was rude when we thought we'd left enough tip to be told if we don't pay 10% she simply won't get paid anything....unfortunately that isn't my problem you...
More ",2
Cafe 9-Beach,"We like variety and exploring different places, so there are not many restaurants that could entice my family to return for a 2nd consecutive night while on vacation. Cafe 9 Beach is the only one that has achieved that distinction so far. Located on the beach just south of Tel Aviv's bustling Port District, Cafe 9 Beach combines a casual...
More ",5
Cafe 9-Beach,"We stopped at 9-Beach for breakfast after an early morning swim (6 AM). The outdoor seating at Mezizim Beach (either on the deck or on the beach/sand) was a great way to watch the joggers / bikers, power walkers and also enjoy the beach and the sun. The breakfast choices were many and our choices were fantastically presented and prepared...
More ",5
Cafe 9-Beach,"Food is absolutely brilliant and atmosphere is perfect. Right on the beach with option to eat on the sand. You can easily be forgotten here with the large area. Our service started very slowly with us having to seek attention several times. I think we hit a shift change because it didn't last. Soon the service was as great as...
More ",4
Cafe 9-Beach,"Very nice place with wonderfull view, near sea, food was tasty, breakfasts, little snack, dinner - everything is good! Especially we like apple pie with ice-cream and plate with different kind of cheese with bootle of riesling white wine.",5
Espresso Bar,"A nice and trendy place. Not very sophisticated, but tasty food and friendly service. The menu is rich , breakfast is fairly good and the ingredients are fresh.",3
Espresso Bar,"Got there about noon for brunch. It was quite crowded, but started to clear so we got a table for four. Seemed a bit hectic, but that's to be expected at that time and day. I ordered the Israeli brunch - most expensive breakfast ""package"" on the menu. The orange juice was indeed freshly squeezed, but that was the only...
More ",3
Espresso Bar,We where looking for a place with great coffee and food. Im so happy we found this place . i will be back with my wife and kids,5
Espresso Bar,Very nice and good coffee. I know this place for 25 years and it is steel with style and fresh. I took the tuna sandwich and Americano.good coffe. Nice staff allways feel comfortable.,5
Espresso Bar,"early in the morning went for a long walk, after that we came here,waitress gave good recommendation, the most important is, there's good memory here back to many years ago. just love this place <3",5
Espresso Bar,"Visited Espresso Bar on Rothschild today for breakfast expecting the usual friendly professional service. But got a scary blue-haired barrista who made as much noise as possible, smashing cups on the counter, and whacking the coffee machine so it made us jump. Add to that the manager's refusal to turn down the horribly loud rock music and we RAN out...
More ",1
Espresso Bar,Best breakfast in Tel Aviv with awesome staff! Nothing is too much trouble and always happy to help. Would recommend it to anyone who comes to Tel Aviv,5
Espresso Bar,"Great coffee blend made to perfection, yummy food and good service. The prices are a bit too high, especially on weekends (no deals at all) Still a fun place!",4
Espresso Bar,The staff is very kind and friendly and the food is delicious :) I tried shakshuka. I totally recommend this place.,5
Espresso Bar,"Location is perfect in Rothschild and Hertzel, the best in Tel Aviv. I went in the morning to see the bustling street and busy people. Try the iced coffee and cake. It is like a Parisian cafe.",5
Espresso Bar,"This place is not cheap but the food we gad was of good quality and very tasty. My choose was a tuna salad sandwich, which was served on a multigrain baguette. Really good. The others has various salads and overall we enjoyed the food and service. A busy crossroads and we watched the world go by.",4
Espresso Bar,"Though a bit crowded, this place offers great atmosphere with two huge palm trees growing right in the heart of the place. Don't let the name fool you - it's not a coffee place but rather a cool place to eat great little dishes. My favorites are the spicy shrimp/squid dish (licking the fingers) and the coffee brulee that makes...
More ",5
Espresso Bar,I visited Espresso Bar on a Saturday night and I expected it to be more crowded than it actually was. I was hungry so I picked a taboule salad from the menu: it was really delicious! The wine selection is also very good.,4
Espresso Bar,"This is the best coffee in Israel (in my opinion!) - their hot but also cold coffees are the right balance of strength and creamyness. Food here is always fresh and portions good. Lovely local place, always end up sitting here for hours and hours on end.",5
Espresso Bar,"nothing to write home about . food ok, good cappuccino , but very distracted service .it is not pleasant to have to call waiters all the time , as if serving was not really their priority . it is unfortunately the case quitre regularly in Israel, where professional waitering is quite rare",3
Espresso Bar,"A nice restaurant on a busy-street side, waitress was friendly. Shakshuka, a local dish, looked like a pan of Pomodoro sauce but was delicious. The croissant with salmon and eggs was so goooood.",4
Espresso Bar,"I breakfasted at the chain's Dizengoff 166 address. Decades ago Dizengoff used to be the Rodeo Drive of Tel Aviv. Although those days are long gone, Dizengoff is still fun. There was a drizzle so I sat inside. The best indoor table is in the corner. The restaurant's glass walls allow you to watch the World go by. The full...
More ",4
Espresso Bar,"One of the biggest chains in the country, espresso bar offers good coffee and food at fair prices. I would mostly recommend the smaller branches, those you can find in smaller neigborhoods and not the big ones. The small branches, offers very warm welcome and service - coffee, in most of them, is a true delight, not falling far from...
More ",5
Roladin Bakery and Cafe,The cakes are delicious. Lots of amazing pastries. Coffee including to go... You can have light meal like salads and pasta.,4
Roladin Bakery and Cafe,"As much as I tried, I could not resist, so I had a sandwich as well as a decadent dessert and coffee. Everything is delicious and made to perfection. I can't wait until December so I can have their sufganiyot again!",5
Roladin Bakery and Cafe,We where by kikar hamedina and sow this restaurant/bakery. We asked for a tuna and salmon salat both of them were bellow israeli average. We do not advice this place for lunch or dinner. Pastries were ok and also coffee and tee.,2
Roladin Bakery and Cafe,"Nothing is better than their chocolate pastries...open early and offering wonderful coffee, this bakery is not to be missed,",5
Roladin Bakery and Cafe,Had a sandwich and small brioche bun. Sandwich v tiny by israeli standards and ordinary. Bun fresh. But given the standard of other cafes v poor value for money.,3
Roladin Bakery and Cafe,The donuts in Roladin are works of art and delicious. Their packaged chocolate cookies are rich and fudgy--terrific!,5
Roladin Bakery and Cafe,"Comfortable outside and inside sitting, good wifi, large selection of pastries and drinks, and a very comfortable place to work on a computer. There are no outlets to use on the inside, but there is one on the outside. The staff looks a bit grumpy, but hey - it's Tel Aviv after all.",5
Roladin Bakery and Cafe,"Almost everything the Serb is good, to bad all is small proportions to a little high price, they do know what they're doing, lots of Israelis love to buy tarts and cakes from roladin.",4
Roladin Bakery and Cafe,"My parents took us here one morning while we were visiting in Tel Aviv, and I am so glad that they did! The restaurant itself is very charming, done in a French style with sconces etc... There are tables and chairs both inside and out. As soon as we walked through the door, we were met with the most delicious...
More ",5
Roladin Bakery and Cafe,Greatest Donuts ever! I will always keep the memory of a delicious pistachio donut with a hot and sweet latte. You can only get these donuts during Hanukkah week.,4
Roladin Bakery and Cafe,"Met some family and a friend early evening. There were many things listed on the menu that they simply didn't have and hadn't bothered to re-print the menus. The fruit shake wasn't very good. Can't remember what the others had but it was all not very exciting. Better to go for brunch or even earlier but not really the place...
More ",3
Roladin Bakery and Cafe,"good cakes. probably some of the best Hanukka doughnuts on the planet, but for any other matter - just an OK bakery and coffee shop.",3
Roladin Bakery and Cafe,"The stuff just wasnt fresh.... enjoyed it in Jerusalem and elsewhere, but this location was POOR quality and the staff was not nice and also did not know their own menu!",3
Roladin Bakery and Cafe,"during Hanukkah season, the best selection of donuts - tiramisu, raspberry jam, chocolate sprinkles, vanilla cream, etc etc",4
Roladin Bakery and Cafe,It is a place to go for a light pastry and coffee treat. The coffee is good and strong and the pastries are super tasty!! Specially the cakes.... The breakfast menu is alright - nothing special... If you want to spoil yourself with a good pastry - this is the place to go :-),3
Roladin Bakery and Cafe,You'll find in here all kinds of bakery and cakes that will leave you wanting more.Their cakes are the best and if you love chocolate this is the place to be!,5
Roladin Bakery and Cafe,"My brother and I went to Roladin on Weizmann at least twice whilst we were in Tel Aviv in December. The staff were very good particularly Shalom who I think may have been the manager. All the food we had there was delicious and nicely presented. The various cakes that we tried were wonderful, it was extremely hard to choose....
More ",5
Roladin Bakery and Cafe,"Nothing too extraordinary here, but nice if you need a quick sugar fix.",3
Roladin Bakery and Cafe,"If you live Chocolate croissant, you have to try Roladin's ones! Their chocolate really taste like nuts, is amazing. All of their cakes are very good, I also like the carrot cake, maple cake and coco/orange cake! Worth a visit!",5
Ha-Sandwich,"I've been calling this place Zuppa all along without knowing it. Anyway, their sandwiches are good. There is a few cheap ones which I feel are a little undersized, so try to order at least the mid-range ones for a filling meal. They also have an open sandwich option that is more pricey but comes with baked potatoes as well,...
More ",4
Ha-Sandwich,"great place for lunch or dinner, unexpected sandwiches made with great ingredients, great service, make sure to ask about the specials for that day - always something cool",5
Ha-Sandwich,"a delightful place to eat lunch, great energy and innovative fresh offers with wonderful staff. great vibe. One of the nicest places I've lunched at for a while Highly recommended and I look forward to my next experience of Lord Sandwich's namesake.",5
Ha-Sandwich,"We went in for a late night meal and were not disappointed. There is a wide choice of interesting sandwiches and other dishes and the quality of the food turned out to be excellent. Service was friendly and quick, and prices affordable. Located steps away from Rothchild avenue and Allenby.",4
Ha-Sandwich,"I stopped by after a meeting in the area, because I heard about the place. It was packed in the middle of lunch rush hour and the service was excellent and the sandwiches are pure artwork. We had a sloppy joe and a fish kebab sandwich which were both perfect. They have this special Arak that is very nice and...
More ",5
Ha-Sandwich,"Unique and fresh sandwich ingredients on GREAT bread. Don't miss the soup - it's at the connected soup place ""zuppa"" and they have a half sandwich half soup deal. Only downside is its a little pricey for just a sandwich.",5
Ha-Sandwich,"One of these places you just hope that will never change. Perfect sandwiches! I set up meetings in the neighborhood around lunch time, so I have an excuse to dine there. Ingredients are top quality, combination is genius (don't argue - follow their recommendations), taste is beyond expectations. Prices are a bit high, but I believe you get value for...
More ",5
Ha-Sandwich,"No. It's THE sandwich. Anyone can make a sandwich, but to be THE sandwich you need creativity, the best bread, the best ingredients, and a helpful attitude to the customer that's lost in the menu. They got all of these, plus it tastes great. Lovely way to finish up an evening of drinks",4
Ha-Sandwich,"A small, intimate place on Nahalat Binyamin street. The sandwich list is tempting. We shared two kinds of sandwiches: roast veal (with aioli sauce, nut mustard, roast zucchini, fried onion, arugula and olives) and Umami (meaning pleasant savory taste in Japanese) sandwich (scrambled eggs with mushrooms, asparagus and Parmesan spread). When reading the description of the sandwiches' fillings, we thought...
More ",4
Ha-Sandwich,if you want a small bite or sometime a bigger one after early drink go to ha-sandwich. the place is a preparation kitchen for a catering business that use a great ingredients to put inside your sandwich. evreything there is unique and very tastey from the small bruschetta to the daily special pan. recomend!!!,5
Ha-Sandwich,Lovely place for a Saturday lunch. Really interesting and inventive sandwiches and friendly and welcoming service. Even great coffee. Will definitely come back here,4
Ha-Sandwich,"well, ok, you can go there, but why? the prices for a sandwich are too high, the taste is below average, and you are in tel aviv, there are so many great places to eat here a good meal and to pay less! and if you really want a sandwich you can pay less for a greater sandwich down at...
More ",2
Nina Cafe,"The breakfast was just bread with so small salad. We order sumer salad. At the first time we have got the salad with old cheese. Than we have to wait like 20 minutes to get a new one. And the cheese was fine but the salad itself wasn't the same...and of course wasn't what was at the menu The toilet...
More ",1
Nina Cafe,"The place was full & we thought that's a good sign but when seated we felt it was so crowded you could not sit properly. Very slow non-professional service. Had a toast: defrost low-quality bread, tribble cheese, runny undercooked egg, 2 leaves of lettuce which had no seasoning but had some sand.... 49 Nis Outrageous! Our experience with other cafe's...
More ",1
Nina Cafe,You can get breakfast till mid afternoon and portion size is quite big. Very friendly service. Not too big but somewhat comfortable. Great to have a stopover for coffee or snack. Around 16-18 shekels for cappuccino. Free wifi,4
Nina Cafe,Nina Cafe has a great location in the funky suburb of Neve Tzedek in Tel Aviv. They make the best coffee I have had in the Middle East. The pastry to go with my coffee was delicious and I was very happy with the friendly service. A great spot to stop for a coffee break!!,4
Nina Cafe,"Worst food ever. Oily omelet. Liquid tasteless tehina. Poor choice of bread and cheeses. No salad. Orange juice with aftertaste. Pity the place uses its great location and charm to attract people , and then serve the worst breakfast ever. For 58 shekels per person!!!",1
Nina Cafe,"Almost like a French cafe in this ""Marais"" like quarter of Tel Aviv. The breakfast was excellent with croissant and coffee or other options including an Israeli type.",5
Nina Cafe,"Neve Tzedek is a fascinating labyrinth of small streets with small shops in small houses, and one never knows what surprise is waiting around the corner. Such nicest of surprises was ""Nina Cafe"" - small bistro in the right place and on the right time, exactly what we needed at our morning stroll.",4
Nina Cafe,"I've had hot chocolate all around the world and Nina Cafe has the best! Just a great mix with Nutella and pure cocoa... it makes my mouth water just thinking of it. It's a treat even in the summer heat. Don't fool yourself, it's an all year treat.",5
Nina Cafe,"What a little gem! Found this place by accident and glad we did. We stayed in Tel Aviv for 6 nights and had breakfast there 4 times. My wife had Shakshuka and my daughter and I had the the French toast, not very Israeli meal but fantastic all the same. We will be back some day. Thanks",4
Nina Cafe,Staying nearby and stopped for a coffee - professional service and great coffee - returned next day for a repeat caffeine fix and then a month later on our departure day from Israel - it was still one of the top on our list - we sat outside on all three occasions and watched life pass by.,4
Nina Cafe,"Anita Cafe was, may I say, an awful dining experience. The night I visited seemed slow - there were people at three or four other tables. Nonetheless, the wait staff was surly, literally dropping a plate of gnocchi onto my table without a look. She did not return to ask if I were done, or ask if I would like...
More ",1
Nina Cafe,We loved our lunch at Nina Cafe. The salads were chopped and so fresh and healthy! Had vegetable patties and two types of pasta as well. So delicious!,5
Nina Cafe,"Neve Tzsedek is filled to the brim with great cafes and this certainly is one of the finer ones that keeps me coming back for more. Located perfectly on Shavezi street for the ultimate street watching experience, Nina Cafe hosts a great environment for patrons to feel welcomed and cozy. I love grabbing a spot outside and observing all the...
More ",4
Nina Cafe,"I've been coming to Cafe Nina for years, and was never disappointed. Located in the beautiful and old neighborhood of Neve Tzedek, that latest renovation on the main street only made Nina more prominent than ever. What used to be a road, limiting the seats to a narrow row of tables, not closed for renovation, stretches out to the whole...
More ",5
Nina Cafe,"I loved this little charming cafe located in one of my favorite places in Tel Aviv. I often have shashuka, one of my favorite choices for breakfast or lunch and Nina's preparation of this dish has been the best I had in Tel Aviv. The coffee was excellent , service friendly and I highly recommend it.",5
